Match_addr,x,IN_City,score,IN_Address,IN_Postal,Subregion,y,Postal,PostalExt,ResultID,City
"13827 Carmenita Rd, Santa Fe Springs, California, 90670",-118.04668977800,Santa Fe Springs,100,13827 Carmenita Rd,90670,Los Angeles County,33.90542904100,90670,4951,2929,Santa Fe Springs
"305 W Resource Dr, Bloomington, California, 92316",-117.37297925000,Rialto,100,305 W Resource Dr,92316,San Bernardino County,34.04103798680,92316,,2599,Bloomington
"12825 Leffingwell Ave, Santa Fe Springs, California, 90670",-118.05083521600,Santa Fe Springs,98,12825 Leffingwell Rd,90670,Los Angeles County,33.91361002990,90670,6339,2895,Santa Fe Springs
"1900 2nd St, Norco, California, 92860",-117.56380741400,Norco,100,1900 2nd St,92860,Riverside County,33.90944187710,92860,2803,1889,Norco
"13012 Molette St, Santa Fe Springs, California, 90670",-118.05332346700,Santa Fe Springs,100,13012 Molette St,90670,Los Angeles County,33.89140092020,90670,5522,2906,Santa Fe Springs
"15614 Shoemaker Ave, Santa Fe Springs, California, 90670",-118.05529398500,Santa Fe Springs,100,15614 Shoemaker Ave,90670,Los Angeles County,33.88989023250,90670,7025,2949,Santa Fe Springs
"2411 Santa Fe Ave, Redondo Beach, California, 90278",-118.36714795700,Redondo Beach,100,2411 Santa Fe Ave,90278,Los Angeles County,33.88982981620,90278,1125,2555,Redondo Beach
"1898 E Colton Ave, Redlands, California, 92374",-117.13524003400,Redlands,100,1898 E Colton Ave,92374,San Bernardino County,34.06282249100,92374,,2508,Redlands
"2425 Manhattan Beach Blvd, Redondo Beach, California, 90278",-118.36878026000,Redondo Beach,100,2425 Manhattan Beach Blvd,90278,Los Angeles County,33.88748862490,90278,1544,2557,Redondo Beach
"3033 Bandini Blvd, Los Angeles, California, 90058",-118.21420786000,Los Angeles,100,3033 Bandini Blvd,90058,Los Angeles County,34.00870745140,90058,4109,1709,Los Angeles
"11811 Florence Ave, Santa Fe Springs, California, 90670",-118.08126871600,Santa Fe Springs,99,11811 E Florence Ave,90670,Los Angeles County,33.93537308200,90670,4401,2863,Santa Fe Springs
"3401 Etiwanda Ave, Mira Loma, California, 91752",-117.53086078300,Jurupa Valley,100,3401 Etiwanda Ave,91752,Riverside County,34.02587392650,91752,1133,1492,Mira Loma
"2101 W Flotilla St, Montebello, California, 90640",-118.12560774300,Montebello,100,2101 W Flotilla St,90640,Los Angeles County,34.00486716260,90640,4974,1826,Montebello
"12330 Lakeland Rd, Santa Fe Springs, California, 90670",-118.06972937800,Santa Fe Springs,100,12330 Lakeland Rd,90670,Los Angeles County,33.93162358850,90670,3816,2879,Santa Fe Springs
"2641 Seminole Ave, South Gate, California, 90280",-118.22568263800,South Gate,98,2641 Seminole Dr,90280,Los Angeles County,33.94005350950,90280,5500,2983,South Gate
"12320 Bloomfield Ave, Santa Fe Springs, California, 90670",-118.06390117800,Santa Fe Springs,100,12320 Bloomfield Ave,90670,Los Angeles County,33.91960971240,90670,4705,2878,Santa Fe Springs
"12991 Marquardt Ave, Santa Fe Springs, California, 90670",-118.03801217400,Santa Fe Springs,100,12991 Marquardt Ave,90670,Los Angeles County,33.91306319880,90670,4828,2905,Santa Fe Springs
"2420 Santa Fe Ave, Redondo Beach, California, 90278",-118.36690984300,Redondo Beach,100,2420 Santa Fe Ave,90278,Los Angeles County,33.88974821150,90278,1115,2556,Redondo Beach
"13607 Orden Dr, Santa Fe Springs, California, 90670",-118.04111245900,Santa Fe Springs,100,13607 Orden Dr,90670,Los Angeles County,33.91180984860,90670,6354,2925,Santa Fe Springs
"3366 E Willow St, Signal Hill, California, 90755",-118.15185699400,Signal Hill,100,3366 E Willow St,90755,Los Angeles County,33.80430275680,90755,2311,2973,Signal Hill
"13415 Carmenita Rd, Santa Fe Springs, California, 90670",-118.04682682100,Santa Fe Springs,100,13415 Carmenita Rd,90670,Los Angeles County,33.90942596410,90670,,2919,Santa Fe Springs
"13227 Orden Dr, Santa Fe Springs, California, 90670",-118.04880931000,Santa Fe Springs,100,13227 Orden Dr,90670,Los Angeles County,33.91174501460,90670,6332,2914,Santa Fe Springs
"9630 Norwalk Blvd, Santa Fe Springs, California, 90670",-118.07239281300,Santa Fe Springs,100,9630 Norwalk Blvd,90670,Los Angeles County,33.95177042730,90670,2932,2964,Santa Fe Springs
"9101 Sorensen Ave, Santa Fe Springs, California, 90670",-118.06215497600,Santa Fe Springs,100,9101 Sorensen Ave,90670,Los Angeles County,33.95642843750,90670,2642,2956,Santa Fe Springs
"18924 S Laurel Park Rd, Compton, California, 90220",-118.21943820400,Rancho Dominguez,99,18924 Laurel Park Rd,90220,Los Angeles County,33.85924781390,90220,6801,2468,Compton
"19067 S Reyes Ave, Compton, California, 90221",-118.21008647100,Rancho Dominguez,100,19067 S Reyes Ave,90221,Los Angeles County,33.85526971710,90221,5813,2470,Compton
"12601 Shoemaker Ave, Santa Fe Springs, California, 90670",-118.05530113600,Santa Fe Springs,100,12601 Shoemaker Ave,90670,Los Angeles County,33.91704460130,90670,,2885,Santa Fe Springs
"33608 Ortega Hwy, San Juan Capistrano, California, 92675",-117.54458301600,San Juan Capistrano,100,33608 Ortega Hwy,92675,Orange County,33.56086501090,92675,2042,2790,San Juan Capistrano
"4000 Redondo Beach Ave, Redondo Beach, California, 90278",-118.37006687100,Redondo Beach,100,4000 Redondo Beach Ave,90278,Los Angeles County,33.89176306030,90278,1109,2560,Redondo Beach
"13325 Molette St, Santa Fe Springs, California, 90670",-118.04927375100,Santa Fe Springs,100,13325 Molette St,90670,Los Angeles County,33.89152480470,90670,,2915,Santa Fe Springs
"20705 Centre Pointe Pkwy, Santa Clarita, California, 91350",-118.49745570600,Santa Clarita,100,20705 Centre Pointe Pky,91350,Los Angeles County,34.41430351900,91350,2967,2838,Santa Clarita
"22280 Opportunity Way, March Air Reserve Base, California, 92518",-117.27525796600,Riverside,100,22280 Opportunity Way,92518,Riverside,33.89057098600,92518,3105,2649,March Air Reserve Base
"13220 Orden Dr, Santa Fe Springs, California, 90670",-118.04893302600,Santa Fe Springs,100,13220 Orden Dr,90670,Los Angeles County,33.91169074170,90670,6331,2911,Santa Fe Springs
"26717 Palmetto Ave, Redlands, California, 92374",-117.22246907500,Redlands,100,26717 Palmetto Ave,92374,San Bernardino County,34.08477406670,92374,1513,2531,Redlands
"1651 California St, Redlands, California, 92374",-117.22620857800,Redlands,100,1651 California St,92374,San Bernardino County,34.07881243810,92374,2904,2503,Redlands
"9301 Garfield Ave, South Gate, California, 90280",-118.16587247800,South Gate,99,9301 S Garfield Ave,90280,Los Angeles County,33.94648741650,90280,3804,3002,South Gate
"11650 Burke St, Santa Fe Springs, California, 90670",-118.06888551200,Santa Fe Springs,100,11650 Burke St,90670,Los Angeles County,33.96141412220,90670,,2861,Santa Fe Springs
"4000 Union Pacific Ave, Los Angeles, California, 90023",-118.18815601900,Commerce,100,4000 Union Pacific Ave,90023,Los Angeles County,34.01652253420,90023,3202,759,Los Angeles
"5321 Firestone Blvd, South Gate, California, 90280",-118.17500104100,South Gate,99,5321 E Firestone Blvd,90280,Los Angeles County,33.95133999360,90280,3629,2995,South Gate
"9425 Nevada St, Redlands, California, 92374",-117.21515896600,Redlands,100,9425 Nevada St,92374,San Bernardino County,34.08235601340,92374,5106,2551,Redlands
"11204 Norwalk Blvd, Santa Fe Springs, California, 90670",-118.07261257300,Santa Fe Springs,100,11204 Norwalk Blvd,90670,Los Angeles County,33.92913700260,90670,3831,2854,Santa Fe Springs
"4361 Firestone Blvd, South Gate, California, 90280",-118.19328834200,South Gate,99,4361 E Firestone Blvd,90280,Los Angeles County,33.95301842780,90280,3340,2989,South Gate
"25655 Springbrook Ave, Santa Clarita, California, 91350",-118.53803141000,Santa Clarita,100,25655 Springbrook Ave,91350,Los Angeles County,34.40612978040,91350,2531,2840,Santa Clarita
"5011 Firestone Pl, South Gate, California, 90280",-118.17864834200,South Gate,100,5011 Firestone Pl,90280,Los Angeles County,33.95137951430,90280,3533,2993,South Gate
"N Cajon Blvd, San Bernardino, California, 92407",-117.47728182800,San Bernardino,95,6010 N Cajon Blvd,92407,San Bernardino County,34.31087003760,92407,,2760,San Bernardino
"12928 Sandoval St, Santa Fe Springs, California, 90670",-118.05787894200,Santa Fe Springs,100,12928 Sandoval St,90670,Los Angeles County,33.93841274660,90670,4061,2902,Santa Fe Springs
"12802 Leffingwell Ave, Santa Fe Springs, California, 90670",-118.05045170700,Santa Fe Springs,98,12802 Leffingwell Rd,90670,Los Angeles County,33.91450986200,90670,6343,2892,Santa Fe Springs
"11925 Pike St, Santa Fe Springs, California, 90670",-118.06973758100,Santa Fe Springs,99,11925 E Pike St,90670,Los Angeles County,33.95417580100,90670,2955,2864,Santa Fe Springs
"801 Opal Ave, Mentone, California, 92359",-117.13443252100,Mentone,100,801 Opal Ave,92359,San Bernardino County,34.06445800980,92359,1514,1806,Mentone
"30200 Avenida de las Banderas, Rancho Santa Margarita, California, 92688",-117.60361652600,Rancho Santa Margarita,100,30200 Avenida De Las Banderas,92688,Orange County,33.63370961030,92688,,2497,Rancho Santa Margarita
"22220 Opportunity Way, March Air Reserve Base, California, 92518",-117.27381996700,Riverside,100,22220 Opportunity Way,92518,Riverside,33.89147698590,92518,3103,2648,March Air Reserve Base
"1675 W Park Ave, Redlands, California, 92373",-117.21198499100,Redlands,100,1675 W Park Ave,92373,San Bernardino County,34.05922250550,92373,,2504,Redlands
"27223 Pioneer Ave, Redlands, California, 92374",-117.21210585800,Redlands,100,27223 Pioneer Ave,92374,San Bernardino County,34.08111754530,92374,2012,2541,Redlands
"13146 Firestone Blvd, Santa Fe Springs, California, 90670",-118.05164323100,Santa Fe Springs,100,13146 Firestone Blvd,90670,Los Angeles County,33.89606398250,90670,5517,2909,Santa Fe Springs
"7651 Woodman Ave, Panorama City, California, 91402",-118.43118217700,Panorama City,100,7651 Woodman Ave,91402,Los Angeles County,34.20983897720,91402,6536,2224,Panorama City
"12540 Slauson Ave, Santa Fe Springs, California, 90670",-118.05202122300,Santa Fe Springs,100,12540 Slauson Ave,90670,Los Angeles County,33.95954595700,90670,2608,2883,Santa Fe Springs
"14540 Innovation Dr, March Air Reserve Base, California, 92518",-117.28366543400,Riverside,100,14540 Innovation Dr,92518,Riverside,33.90583242010,92518,3012,2618,March Air Reserve Base
"11333 Greenstone Ave, Santa Fe Springs, California, 90670",-118.05813753000,Santa Fe Springs,100,11333 Greenstone Ave,90670,Los Angeles County,33.92873798210,90670,4618,2857,Santa Fe Springs
"26871 San Bernardino Ave, Redlands, California, 92374",-117.21829899500,Redlands,100,26871 San Bernardino Ave,92374,San Bernardino County,34.07749245600,92374,5052,2534,Redlands
"13225 Marquardt Ave, Santa Fe Springs, California, 90670",-118.03797353600,Santa Fe Springs,100,13225 Marquardt Ave,90670,Los Angeles County,33.91111163050,90670,4831,2913,Santa Fe Springs
"26940 Palmetto Ave, Redlands, California, 92374",-117.21568903800,Redlands,100,26940 Palmetto Ave,92374,San Bernardino County,34.08484078670,92374,1521,2537,Redlands
"14855 Innovation Dr, March Air Reserve Base, California, 92518",-117.28288776100,Riverside,100,14855 Innovation Dr,92518,Riverside,33.90237107120,92518,3033,2625,March Air Reserve Base
"13409 Orden Dr, Santa Fe Springs, California, 90670",-118.04516645100,Santa Fe Springs,100,13409 Orden Dr,90670,Los Angeles County,33.91175838370,90670,6336,2918,Santa Fe Springs
"Minson Way, Montebello, California, 90640",-118.12576633400,Montebello,88,3579 Minson Ave,90640,Los Angeles County,33.98857768580,90640,,1827,Montebello
"9700 Factorial Way, South El Monte, California, 91733",-118.05827095400,South El Monte,99,9700 Factorial Way,91733,Los Angeles County,34.05405437770,91733,1725,2977,South El Monte
"16033 Arrow Hwy, Baldwin Park, California, 91706",-117.93062992300,Irwindale,100,16033 Arrow Hwy,91706,Los Angeles County,34.10707735260,91706,2049,1421,Baldwin Park
"420 S 6th Ave, La Puente, California, 91746",-117.98274155600,La Puente,100,420 S 6th Ave,91746,Los Angeles County,34.03274952160,91746,,1570,La Puente
"13833 Borate St, Santa Fe Springs, California, 90670",-118.03613939200,Santa Fe Springs,100,13833 Borate St,90670,Los Angeles County,33.90004538650,90670,5311,2930,Santa Fe Springs
"2141 E Paulhan St, Compton, California, 90220",-118.22835487200,Rancho Dominguez,100,2141 E Paulhan St,90220,Los Angeles County,33.86179121860,90220,6433,2484,Compton
"13833 Freeway Dr, Santa Fe Springs, California, 90670",-118.03723599700,Santa Fe Springs,100,13833 Freeway Dr,90670,Los Angeles County,33.88907360090,90670,5701,2931,Santa Fe Springs
"12821 Carmenita Rd, Santa Fe Springs, California, 90670",-118.04686003300,Santa Fe Springs,100,12821 Carmenita Rd,90670,Los Angeles County,33.91414647230,90670,4805,2894,Santa Fe Springs
"15050 Shoemaker Ave, Santa Fe Springs, California, 90670",-118.05537569200,Santa Fe Springs,100,15050 Shoemaker Ave,90670,Los Angeles County,33.89446949300,90670,5554,2942,Santa Fe Springs
"9747 Norwalk Blvd, Santa Fe Springs, California, 90670",-118.07268725600,Santa Fe Springs,99,9747 S Norwalk Blvd,90670,Los Angeles County,33.95031337810,90670,2933,2966,Santa Fe Springs
"12380 Clark St, Santa Fe Springs, California, 90670",-118.06958201300,Santa Fe Springs,100,12380 Clark St,90670,Los Angeles County,33.93893251380,90670,3804,2880,Santa Fe Springs
"26121 Avenue Hall, Valencia, California, 91355",-118.59315239800,Valencia,100,26121 Avenue Hall,91355,Los Angeles County,34.43805590480,91355,3490,3142,Valencia
"10810 Painter Ave, Santa Fe Springs, California, 90670",-118.05134885900,Santa Fe Springs,100,10810 Painter Ave,90670,Los Angeles County,33.93439518010,90670,4527,2851,Santa Fe Springs
"12065 Pike St, Santa Fe Springs, California, 90670",-118.06702905200,Santa Fe Springs,100,12065 Pike St,90670,Los Angeles County,33.95200476230,90670,,2870,Santa Fe Springs
"12935 Leffingwell Ave, Santa Fe Springs, California, 90670",-118.05087746000,Santa Fe Springs,100,12935 Leffingwell Ave,90670,Los Angeles County,33.91193981000,90670,6340,2904,Santa Fe Springs
"10805 Painter Ave, Santa Fe Springs, California, 90670",-118.05140568800,Santa Fe Springs,100,10805 Painter Ave,90670,Los Angeles County,33.93442715700,90670,4502,2850,Santa Fe Springs
"12850 Florence Ave, Santa Fe Springs, California, 90670",-118.05841672100,Santa Fe Springs,99,12850 E Florence Ave,90670,Los Angeles County,33.93514964990,90670,4540,2898,Santa Fe Springs
"13220 Molette St, Santa Fe Springs, California, 90670",-118.05053237700,Santa Fe Springs,100,13220 Molette St,90670,Los Angeles County,33.89144333260,90670,5526,2910,Santa Fe Springs
"14066 Borate St, Santa Fe Springs, California, 90670",-118.03203871400,Santa Fe Springs,100,14066 Borate St,90670,Los Angeles County,33.89769736390,90670,5335,2936,Santa Fe Springs
"15125 Proctor Ave, La Puente, California, 91746",-117.96840087400,City of Industry,100,15125 Proctor Ave,91746,Los Angeles County,34.02566974700,91746,3327,558,La Puente
"28355 Witherspoon Pkwy, Valencia, California, 91355",-118.63194518700,Valencia,100,28355 Witherspoon Pky,91355,Los Angeles County,34.44676214570,91355,4178,3157,Valencia
"8808 Pioneer Blvd, Santa Fe Springs, California, 90670",-118.08293718200,Santa Fe Springs,100,8808 Pioneer Blvd,90670,Los Angeles County,33.96329707030,90670,2008,2953,Santa Fe Springs
"13635 Freeway Dr, Santa Fe Springs, California, 90670",-118.04190614200,Santa Fe Springs,99,13635 E Freeway Dr,90670,Los Angeles County,33.89141416360,90670,5622,2926,Santa Fe Springs
"87500 Airport Blvd, Thermal, California, 92274",-116.13915268200,Thermal,100,87500 Airport Blvd,92274,Riverside County,33.64207266070,92274,9511,3064,Thermal
"12907 Imperial Hwy, Santa Fe Springs, California, 90670",-118.05718132200,Santa Fe Springs,100,12907 Imperial Hwy,90670,Los Angeles County,33.91725548730,90670,4715,2900,Santa Fe Springs
"8751 Rayo Ave, South Gate, California, 90280",-118.17556749000,South Gate,100,8751 Rayo Ave,90280,Los Angeles County,33.95261299510,90280,3632,3000,South Gate
"12681 Corral Pl, Santa Fe Springs, California, 90670",-118.06280918300,Santa Fe Springs,100,12681 Corral Pl,90670,Los Angeles County,33.93365799170,90670,4748,2887,Santa Fe Springs
"10747 Patterson Pl, Santa Fe Springs, California, 90670",-118.05854665000,Santa Fe Springs,100,10747 Patterson Pl,90670,Los Angeles County,33.93606678300,90670,4043,2849,Santa Fe Springs
"8834 Millergrove Dr, Santa Fe Springs, California, 90670",-118.08064000600,Santa Fe Springs,100,8834 Millergrove Dr,90670,Los Angeles County,33.96241076940,90670,2004,2954,Santa Fe Springs
"9700 Bell Ranch Dr, Santa Fe Springs, California, 90670",-118.06540380100,Santa Fe Springs,100,9700 Bell Ranch Dr,90670,Los Angeles County,33.95045842690,90670,2950,2965,Santa Fe Springs
"4415 Bandini Blvd, Los Angeles, California, 90058",-118.18202247800,Vernon,100,4415 Bandini Blvd,90058,Los Angeles County,34.00063786380,90058,4309,3250,Los Angeles
"100 Sinclair St, Perris, California, 92571",-117.22874100200,Perris,99,100 W Sinclair St,92571,Riverside County,33.83554299540,92571,3167,2236,Perris
"300 E Arrow Hwy, San Dimas, California, 91773",-117.80161701000,San Dimas,100,300 E Arrow Hwy,91773,Los Angeles County,34.10293253800,91773,3339,2780,San Dimas
"15160 Spring Ave, Santa Fe Springs, California, 90670",-118.04067085900,Santa Fe Springs,100,15160 Spring Ave,90670,Los Angeles County,33.89378261260,90670,,2944,Santa Fe Springs
"15510 Carmenita Rd, Santa Fe Springs, California, 90670",-118.04647088800,Santa Fe Springs,100,15510 Carmenita Rd,90670,Los Angeles County,33.88919505470,90670,5610,2948,Santa Fe Springs
"11211 Greenstone Ave, Santa Fe Springs, California, 90670",-118.05813753000,Santa Fe Springs,100,11211 Greenstone Ave,90670,Los Angeles County,33.93008499590,90670,,2855,Santa Fe Springs
"9306 Sorensen Ave, Santa Fe Springs, California, 90670",-118.05884001700,Santa Fe Springs,100,9306 Sorensen Ave,90670,Los Angeles County,33.95610598570,90670,,2960,Santa Fe Springs
"25200 Rye Canyon Rd, Valencia, California, 91355",-118.57656394100,Valencia,100,25200 Rye Canyon Rd,91355,Los Angeles County,34.43908117920,91355,,3141,Valencia
"4555 Redlands Ave, Perris, California, 92571",-117.21685253000,Perris,100,4555 Redlands Ave,92571,Riverside County,33.85105039640,92571,8900,2276,Perris
"28305 Livingston Ave, Valencia, California, 91355",-118.62902040500,Valencia,99,28305 W Livingston Ave,91355,Los Angeles County,34.44200579280,91355,4164,3155,Valencia
"22591 Avenida Empresa, Rancho Santa Margarita, California, 92688",-117.60723749100,Rancho Santa Margarita,100,22591 Avenida Empresa,92688,Orange County,33.63466498610,92688,,2495,Rancho Santa Margarita
"12202 Slauson Ave, Santa Fe Springs, California, 90670",-118.05643256700,Santa Fe Springs,99,12202 E Slauson Ave,90670,Los Angeles County,33.96170555800,90670,2628,2871,Santa Fe Springs
"11954 Washington Blvd, Whittier, California, 90606",-118.05606929500,Santa Fe Springs,100,11954 Washington Blvd,90670,Los Angeles County,33.96844900860,90606,2608,2865,Whittier
"6905 E Acco St, Montebello, California, 90640",-118.12689629300,Montebello,100,6905 Acco St,90640,Los Angeles County,33.99982385520,90640,,1829,Montebello
"22780 Harley Knox Blvd, Perris, California, 92570",-117.26445545300,Perris,100,22780 Harley Knox Blvd,92570,Riverside County,33.86262060790,92570,9560,2243,Perris
"14350 Garfield Ave, Paramount, California, 90723",-118.16660799000,Paramount,100,14350 Garfield Ave,90723,Los Angeles County,33.90235501990,90723,3435,2229,Paramount
"2610 Wisconsin Ave, South Gate, California, 90280",-118.22597064000,South Gate,100,2610 Wisconsin Ave,90280,Los Angeles County,33.94481137110,90280,5598,2982,South Gate
"10035 Geary Ave, Santa Fe Springs, California, 90670",-118.07501750900,Santa Fe Springs,100,10035 Geary Ave,90670,Los Angeles County,33.94651101150,90670,,2843,Santa Fe Springs
"12311 Shoemaker Ave, Santa Fe Springs, California, 90670",-118.05525750800,Santa Fe Springs,100,12311 Shoemaker Ave,90670,Los Angeles County,33.92007101040,90670,4721,2876,Santa Fe Springs
"13642 Orden Dr, Santa Fe Springs, California, 90670",-118.04168523300,Santa Fe Springs,100,13642 Orden Dr,90670,Los Angeles County,33.91171690830,90670,6353,2927,Santa Fe Springs
"8945 Dice Rd, Santa Fe Springs, California, 90670",-118.06621869500,Santa Fe Springs,100,8945 Dice Rd,90670,Los Angeles County,33.95798339710,90670,2517,2955,Santa Fe Springs
"2301 W San Bernardino Ave, Redlands, California, 92374",-117.23563402800,Redlands,100,2301 W San Bernardino Ave,92374,San Bernardino County,34.07556398960,92374,5007,2521,Redlands
"12827 Imperial Hwy, Santa Fe Springs, California, 90670",-118.05851153600,Santa Fe Springs,99,12827 E Imperial Hwy,90670,Los Angeles County,33.91724512890,90670,4761,2896,Santa Fe Springs
"9400 Santa Fe Springs Rd, Santa Fe Springs, California, 90670",-118.05610768400,Santa Fe Springs,100,9400 Santa Fe Springs Rd,90670,Los Angeles County,33.95355390570,90670,2623,2961,Santa Fe Springs
"2741 Seminole Ave, South Gate, California, 90280",-118.22372864800,South Gate,98,2741 Seminole Dr,90280,Los Angeles County,33.93982451590,90280,5550,2985,South Gate
"11320 Bloomfield Ave, Santa Fe Springs, California, 90670",-118.06393244200,Santa Fe Springs,100,11320 Bloomfield Ave,90670,Los Angeles County,33.92857399020,90670,4605,2856,Santa Fe Springs
"12909 Sandoval St, Santa Fe Springs, California, 90670",-118.05816317800,Santa Fe Springs,100,12909 Sandoval St,90670,Los Angeles County,33.93849414030,90670,4062,2901,Santa Fe Springs
"28145 Harrison Pkwy, Valencia, California, 91355",-118.62706742200,Valencia,99,28145 W Harrison Pky,91355,Los Angeles County,34.43947856520,91355,4165,3152,Valencia
"2700 Fruitland Ave, Los Angeles, California, 90058",-118.22290194100,Vernon,100,2700 Fruitland Ave,90058,Los Angeles County,33.99633396600,90058,3608,3214,Los Angeles
"12034 Greenstone Ave, Santa Fe Springs, California, 90670",-118.05812252600,Santa Fe Springs,100,12034 Greenstone Ave,90670,Los Angeles County,33.92213601800,90670,,2869,Santa Fe Springs
"8621 Rayo Ave, South Gate, California, 90280",-118.17545827400,South Gate,99,8621 S Rayo Ave,90280,Los Angeles County,33.95372891980,90280,3630,2998,South Gate
"9425 California St, Redlands, California, 92374",-117.22315203300,Redlands,100,9425 California St,92374,San Bernardino County,34.08262100730,92374,5024,2550,Redlands
"28936 Avenue Williams, Valencia, California, 91355",-118.63666855700,Valencia,100,28936 Avenue Williams,91355,Los Angeles County,34.44525260690,91355,4182,3168,Valencia
"13438 Foster Rd, Santa Fe Springs, California, 90670",-118.04586952500,Santa Fe Springs,100,13438 Foster Rd,90670,Los Angeles County,33.90959245800,90670,4839,2920,Santa Fe Springs
"11077 Rush St, South El Monte, California, 91733",-118.03478462500,South El Monte,100,11077 Rush St,91733,Los Angeles County,34.04991461150,91733,3546,2974,South El Monte
"8685 Bowers Ave, South Gate, California, 90280",-118.18981664200,South Gate,100,8685 Bowers Ave,90280,Los Angeles County,33.95428753180,90280,3317,2999,South Gate
"25145 Anza Dr, Valencia, California, 91355",-118.57550564200,Valencia,100,25145 Anza Dr,91355,Los Angeles County,34.42980987230,91355,3416,3140,Valencia
"15700 Shoemaker Ave, Santa Fe Springs, California, 90670",-118.05534082400,Santa Fe Springs,100,15700 Shoemaker Ave,90670,Los Angeles County,33.88960430110,90670,5515,2950,Santa Fe Springs
"4500 Ardine St, South Gate, California, 90280",-118.18865549700,South Gate,100,4500 Ardine St,90280,Los Angeles County,33.95740836580,90280,2535,2991,South Gate
"2576 E Victoria St, Compton, California, 90220",-118.22040891200,Compton,100,2576 E Victoria St,90220,Los Angeles County,33.86438252580,90220,6013,893,Compton
"2537 E 27th St, Los Angeles, California, 90058",-118.22640096700,Vernon,100,2537 E 27th St,90058,Los Angeles County,34.01286747960,90058,1227,3210,Los Angeles
"9830 Norwalk Blvd, Santa Fe Springs, California, 90670",-118.07270251100,Santa Fe Springs,100,9830 Norwalk Blvd,90670,Los Angeles County,33.94844601580,90670,2983,2967,Santa Fe Springs
"2601 Sequoia Dr, South Gate, California, 90280",-118.22470153600,South Gate,100,2601 Sequoia Dr,90280,Los Angeles County,33.94234298450,90280,5554,2981,South Gate
"12301 Hawkins St, Santa Fe Springs, California, 90670",-118.07089000900,Santa Fe Springs,100,12301 Hawkins St,90670,Los Angeles County,33.94454746690,90670,3366,2874,Santa Fe Springs
"2761 Fruitland Ave, Los Angeles, California, 90058",-118.22076003000,Vernon,100,2761 Fruitland Ave,90058,Los Angeles County,33.99641753360,90058,3607,3216,Los Angeles
"14044 Freeway Dr, Santa Fe Springs, California, 90670",-118.03132138700,Santa Fe Springs,100,14044 Freeway Dr,90670,Los Angeles County,33.88668769270,90670,5812,2935,Santa Fe Springs
"12935 Imperial Hwy, Santa Fe Springs, California, 90670",-118.05631492700,Santa Fe Springs,100,12935 Imperial Hwy,90670,Los Angeles County,33.91727732750,90670,4715,2903,Santa Fe Springs
"Authority Way, March Air Reserve Base, California, 92518",-117.28812858200,Riverside,89,21800 Authority Way,92518,Riverside,33.90333065130,92518,,2645,March Air Reserve Base
"13408 Orden Dr, Santa Fe Springs, California, 90670",-118.04641183300,Santa Fe Springs,100,13408 Orden Dr,90670,Los Angeles County,33.91166429900,90670,,2917,Santa Fe Springs
"27811 Hancock Pkwy, Valencia, California, 91355",-118.62132204600,Valencia,100,27811 Hancock Pky,91355,Los Angeles County,34.43348210980,91355,4187,3148,Valencia
"28939 Avenue Williams, Valencia, California, 91355",-118.63666654500,Valencia,100,28939 Avenue Williams,91355,Los Angeles County,34.44541328790,91355,4183,3169,Valencia
"16222 Phoebe Ave, La Mirada, California, 90638",-118.02152621500,La Mirada,100,16222 Phoebe Ave,90638,Los Angeles County,33.88455617420,90638,5610,1553,La Mirada
"2060 E Via Arado, Compton, California, 90220",-118.23020199200,Rancho Dominguez,99,2060 Via Arado,90220,Los Angeles County,33.84849249100,90220,6112,2481,Compton
"12012 Burke St, Santa Fe Springs, California, 90670",-118.05987141000,Santa Fe Springs,100,12012 Burke St,90670,Los Angeles County,33.96175496930,90670,2676,2868,Santa Fe Springs
"2290 Palmetto Ave, Redlands, California, 92374",-117.23303312300,Redlands,100,2290 Palmetto Ave,92374,San Bernardino County,34.08482733370,92374,5020,2519,Redlands
"3425 E Vernon Ave, Los Angeles, California, 90058",-118.21057383800,Vernon,100,3425 E Vernon Ave,90058,Los Angeles County,34.00564089600,90058,1811,3240,Los Angeles
"1320 S Buena Vista St, San Jacinto, California, 92583",-116.96766642700,San Jacinto,100,1320 S Buena Vista St,92583,Riverside County,33.77434705560,92583,4665,2788,San Jacinto
"29115 Avenue Valleyview, Valencia, California, 91355",-118.64387598800,Valencia,100,29115 Avenue Valleyview,91355,Los Angeles County,34.44878398650,91355,5443,3174,Valencia
"14900 Garfield Ave, Paramount, California, 90723",-118.16662500500,Paramount,100,14900 Garfield Ave,90723,Los Angeles County,33.89953098910,90723,3415,2230,Paramount
"7860 Paramount Blvd, Pico Rivera, California, 90660",-118.11229109300,Pico Rivera,100,7860 Paramount Blvd,90660,Los Angeles County,33.97435808210,90660,4311,2288,Pico Rivera
"2883 E Victoria St, Compton, California, 90221",-118.21119089500,Rancho Dominguez,100,2883 E Victoria St,90221,Los Angeles County,33.86499734380,90221,5613,2489,Compton
"28210 Avenue Stanford, Valencia, California, 91355",-118.59059977300,Valencia,100,28210 Avenue Stanford,91355,Los Angeles County,34.43565658500,91355,,3154,Valencia
"26875 Pioneer Ave, Redlands, California, 92374",-117.21906434600,Redlands,100,26875 Pioneer Ave,92374,San Bernardino County,34.08109344730,92374,2026,2535,Redlands
